order_id,customer_id,product_id,order_date_id,ship_date_id,sales,quantity,discount,profit
us-2023-168312,gw-14605,fur-ta-10001866,20230301,20230307,376.509,3,0.3,-43.0296
us-2023-131009,sc-20380,off-fa-10004395,20230301,20230305,18.84,5,0.2,-3.5325
us-2023-113880,vf-21715,off-pa-10003036,20230301,20230305,17.472,3,0.2,5.6784
us-2023-131009,sc-20380,off-st-10001469,20230301,20230305,129.552,3,0.2,-22.6716
us-2023-168312,gw-14605,off-st-10003692,20230301,20230307,137.352,3,0.2,8.58449999999999
us-2023-143707,hr-14770,tec-ph-10003655,20230301,20230305,5.94,3,0.0,1.6038
us-2023-107524,kn-16705,off-en-10001990,20230302,20230308,11.36,2,0.0,5.3392
us-2023-111157,nh-18610,off-pa-10000327,20230302,20230306,3.424,1,0.2,1.07
us-2023-107524,kn-16705,off-pa-10000587,20230302,20230308,36.4,5,0.0,17.472
us-2023-111157,nh-18610,tec-ac-10004353,20230302,20230306,151.2,3,0.2,32.13
us-2023-127978,js-15595,fur-bo-10001972,20230303,20230308,302.45,5,0.5,-199.617
us-2023-105648,ej-14155,fur-ta-10002958,20230303,20230307,626.352,3,0.2,-23.4882000000001
us-2023-130421,sc-20020,off-ap-10002534,20230303,20230307,176.772,3,0.8,-459.6072
us-2023-155852,aj-10945,off-ar-10003560,20230303,20230307,19.456,4,0.2,3.4048
us-2023-127964,ap-10720,off-bi-10003429,20230303,20230308,25.32,5,0.2,9.1785
us-2023-127964,ap-10720,off-bi-10004593,20230303,20230308,125.76,3,0.2,40.872
us-2023-127978,js-15595,off-la-10000305,20230303,20230308,15.12,3,0.2,4.914
us-2023-127978,js-15595,off-st-10002486,20230303,20230308,44.672,8,0.2,-10.0512
us-2023-127964,ap-10720,tec-ph-10004700,20230303,20230308,9.99,1,0.0,4.5954
us-2023-117016,sc-20095,off-ar-10001374,20230304,20230309,15.552,3,0.2,2.3328
us-2023-116239,cl-12565,off-st-10001370,20230304,20230304,354.9,5,0.0,17.745
us-2023-169061,ab-10150,off-ar-10000588,20230305,20230308,59.52,3,0.0,15.4752
us-2023-169061,ab-10150,off-bi-10001617,20230305,20230308,49.632,6,0.2,16.7508
us-2023-169061,ab-10150,off-pa-10001878,20230305,20230308,97.82,2,0.0,45.9754
us-2023-169061,ab-10150,off-su-10000381,20230305,20230308,18.62,2,0.0,5.3998
us-2023-169061,ab-10150,tec-ac-10002001,20230305,20230308,479.97,3,0.0,177.5889
us-2023-104563,cm-12715,fur-ch-10002780,20230307,20230312,436.704,6,0.2,21.8352
us-2023-156587,ab-10015,fur-ch-10004477,20230307,20230308,48.712,1,0.2,5.4801
us-2023-104563,cm-12715,fur-ch-10004495,20230307,20230312,481.568,2,0.2,54.1763999999999
us-2023-104563,cm-12715,off-ar-10000390,20230307,20230312,20.65,5,0.0,9.499
us-2023-156587,ab-10015,off-ar-10001427,20230307,20230308,17.94,3,0.0,4.6644
us-2023-131982,np-18685,off-bi-10004224,20230307,20230311,107.648,2,0.2,33.64
us-2023-104563,cm-12715,off-st-10000934,20230307,20230312,204.9,5,0.0,0.0
us-2023-156587,ab-10015,off-st-10002344,20230307,20230308,242.94,3,0.0,4.85880000000002
us-2023-140116,kt-16480,off-ar-10001044,20230310,20230317,83.168,4,0.2,9.35639999999999
us-2023-100279,sw-20275,off-pa-10002259,20230310,20230314,22.38,2,0.0,10.7424
us-2023-140116,kt-16480,off-st-10000078,20230310,20230317,636.408,3,0.2,-15.9102000000001
us-2023-166884,ck-12205,fur-fu-10003981,20230311,20230316,8.32,5,0.2,2.288
us-2023-114790,fm-14215,off-ap-10002578,20230311,20230313,146.76,3,0.0,38.1576
us-2023-103338,rb-19435,off-ar-10001770,20230311,20230315,7.98,3,0.0,2.0748
us-2023-166884,ck-12205,off-fa-10001561,20230311,20230316,10.464,6,0.2,1.7004
us-2023-114790,fm-14215,off-pa-10000213,20230311,20230313,14.94,3,0.0,7.0218
us-2023-158337,ka-16525,off-pa-10002137,20230311,20230314,108.92,14,0.0,49.014
us-2023-114790,fm-14215,tec-ac-10000710,20230311,20230313,32.96,2,0.0,14.1728
us-2023-114790,fm-14215,tec-ph-10000984,20230311,20230313,587.97,3,0.0,164.6316
ca-2023-139675,nf-18595,fur-ch-10004063,20230313,20230318,915.14,4,0.2,102.95
ca-2023-139675,nf-18595,fur-fu-10001979,20230313,20230318,327.76,8,0.0,91.77
us-2023-125521,ck-12325,fur-ch-10003379,20230314,20230319,1139.92,4,0.0,284.98
us-2023-157623,dk-13225,off-ar-10003723,20230314,20230318,3.38,1,0.0,1.2506
us-2023-114510,jf-15295,off-bi-10001617,20230314,20230319,33.088,4,0.2,11.1672
us-2023-114510,jf-15295,off-bi-10003007,20230314,20230319,62.048,2,0.2,20.1656
us-2023-100293,nf-18475,off-pa-10000176,20230314,20230318,91.056,6,0.2,31.8696
us-2023-157623,dk-13225,off-pa-10001204,20230314,20230318,10.56,2,0.0,4.752
us-2023-152618,rb-19465,off-pa-10001215,20230314,20230317,8.448,2,0.2,2.64
us-2023-114510,jf-15295,off-st-10000736,20230314,20230319,80.98,1,0.0,3.2392
us-2023-114510,jf-15295,off-st-10003221,20230314,20230319,21.36,2,0.0,5.7672
us-2023-114510,jf-15295,tec-ac-10004877,20230314,20230319,82.8,12,0.0,6.624
us-2023-152618,rb-19465,tec-ma-10003626,20230314,20230317,574.91,2,0.3,156.047
us-2023-149958,as-10240,fur-fu-10001756,20230315,20230319,45.696,3,0.2,5.14079999999999
us-2023-149958,as-10240,off-bi-10000773,20230315,20230319,7.218,3,0.7,-5.5338
us-2023-149958,as-10240,off-bi-10001543,20230315,20230319,43.188,4,0.7,-31.6712
us-2023-149958,as-10240,off-pa-10002120,20230315,20230319,131.904,3,0.2,47.8152
us-2023-149958,as-10240,off-st-10001490,20230315,20230319,142.776,1,0.2,17.847
us-2023-157609,kn-16705,tec-ph-10002415,20230316,20230321,471.92,2,0.2,29.495
us-2023-148838,cp-12340,fur-ta-10001950,20230317,20230321,1071.576,4,0.4,-553.6476
us-2023-148838,cp-12340,fur-ta-10003473,20230317,20230321,1579.746,7,0.4,-447.5947
us-2023-148838,cp-12340,fur-ta-10004175,20230317,20230321,613.908,3,0.4,-122.7816
us-2023-118339,bn-11515,off-ap-10001154,20230317,20230324,93.78,2,0.0,36.5742
us-2023-164763,mh-17440,off-ap-10003971,20230317,20230321,32.67,3,0.0,8.4942
us-2023-158442,az-10750,off-ar-10003732,20230317,20230317,4.448,2,0.2,0.3336
us-2023-118339,bn-11515,off-ar-10003829,20230317,20230324,19.68,6,0.0,5.7072
us-2023-118339,bn-11515,off-bi-10000136,20230317,20230324,35.88,6,0.0,17.2224
us-2023-164763,mh-17440,off-bi-10000309,20230317,20230321,30.44,2,0.0,14.9156
us-2023-164763,mh-17440,off-bi-10000605,20230317,20230321,11.43,3,0.0,5.3721
us-2023-118339,bn-11515,off-bi-10001758,20230317,20230324,53.4,10,0.0,25.098
us-2023-118339,bn-11515,off-pa-10000466,20230317,20230324,47.18,7,0.0,23.59
us-2023-148838,cp-12340,off-pa-10000919,20230317,20230321,155.04,4,0.0,75.9696
us-2023-158442,az-10750,off-pa-10002365,20230317,20230317,15.552,3,0.2,5.4432
us-2023-148838,cp-12340,off-pa-10002960,20230317,20230321,34.86,7,0.0,16.3842
us-2023-164763,mh-17440,off-pa-10003063,20230317,20230321,16.0,4,0.0,7.68
us-2023-164763,mh-17440,off-pa-10003349,20230317,20230321,12.96,2,0.0,6.3504
us-2023-127859,qj-19255,off-pa-10003641,20230317,20230320,126.624,6,0.2,41.1528
us-2023-111871,ek-13795,fur-bo-10004218,20230318,20230321,1198.33,10,0.15,70.49
us-2023-145317,sm-20320,fur-fu-10001986,20230318,20230323,122.352,3,0.2,15.294
us-2023-131275,sc-20050,fur-fu-10004597,20230318,20230324,111.0,2,0.0,14.43
us-2023-145317,sm-20320,off-ar-10003183,20230318,20230323,8.016,3,0.2,1.002
us-2023-145317,sm-20320,off-fa-10003112,20230318,20230323,18.936,3,0.2,5.9175
us-2023-145317,sm-20320,off-pa-10001804,20230318,20230323,21.376,4,0.2,7.4816
us-2023-131275,sc-20050,off-st-10000078,20230318,20230324,1856.19,7,0.0,334.1142
us-2023-145317,sm-20320,tec-ma-10002412,20230318,20230323,22638.48,6,0.5,-1811.0784
us-2023-145317,sm-20320,tec-ma-10003626,20230318,20230323,821.3,4,0.5,-16.426
us-2023-103989,mc-17605,fur-fu-10002508,20230319,20230321,20.016,3,0.2,5.5044
us-2023-103989,mc-17605,fur-fu-10003981,20230319,20230321,4.992,3,0.2,1.3728
us-2023-103989,mc-17605,off-bi-10001196,20230319,20230321,33.57,5,0.7,-25.737
us-2023-103989,mc-17605,off-la-10000443,20230319,20230321,11.808,4,0.2,3.9852
us-2023-103989,mc-17605,off-st-10000918,20230319,20230321,26.16,3,0.2,1.962
us-2023-103989,mc-17605,tec-ac-10002647,20230319,20230321,170.24,2,0.2,53.2
us-2023-103989,mc-17605,tec-ph-10004667,20230319,20230321,323.976,3,0.2,28.3479
us-2023-155544,gm-14440,fur-ch-10000422,20230321,20230325,218.376,3,0.2,-10.9188
us-2023-163223,kh-16690,off-ar-10001573,20230321,20230325,9.32,4,0.0,2.7028
us-2023-140004,cb-12025,off-ar-10004027,20230321,20230325,6.048,3,0.2,1.5876
us-2023-140004,cb-12025,off-ar-10004685,20230321,20230325,7.408,2,0.2,1.2038
us-2023-163223,kh-16690,off-bi-10001597,20230321,20230325,122.94,3,0.0,59.0112
us-2023-163223,kh-16690,off-la-10004409,20230321,20230325,14.4,5,0.0,6.624
us-2023-155544,gm-14440,off-la-10004544,20230321,20230325,59.2,5,0.2,22.2
us-2023-163223,kh-16690,off-pa-10000675,20230321,20230325,122.97,3,0.0,60.2553
us-2023-107405,ts-21205,off-st-10002301,20230321,20230325,16.272,1,0.2,-3.8646
us-2023-163223,kh-16690,tec-ph-10000730,20230321,20230325,3499.93,7,0.0,909.9818
us-2023-148040,bf-11275,fur-ch-10001482,20230322,20230326,314.352,3,0.2,-35.3646
us-2023-129609,vm-21835,off-ar-10003478,20230322,20230322,16.28,2,0.0,6.512
us-2023-158057,cc-12685,off-bi-10002735,20230322,20230326,51.465,5,0.7,-39.4565
us-2023-158057,cc-12685,off-bi-10004410,20230322,20230326,7.644,4,0.7,-5.8604
us-2023-148040,bf-11275,off-pa-10002581,20230322,20230326,74.352,3,0.2,23.235
us-2023-164749,bg-11740,off-la-10004484,20230323,20230326,9.912,3,0.2,3.2214
us-2023-120838,po-18865,off-st-10000585,20230323,20230326,330.4,2,0.0,85.904
us-2023-120838,po-18865,tec-ph-10003484,20230323,20230326,604.752,6,0.2,37.797
us-2023-143637,ms-17710,fur-fu-10002813,20230324,20230329,40.48,2,0.0,14.5728
us-2023-147235,cd-11920,off-pa-10004948,20230324,20230328,24.9,5,0.0,11.703
us-2023-148586,az-10750,fur-ch-10002439,20230325,20230401,366.786,7,0.1,65.2064
us-2023-128237,ca-12265,off-ar-10000034,20230325,20230330,25.44,6,0.0,9.9216
us-2023-128237,ca-12265,off-ar-10003338,20230325,20230330,14.88,2,0.0,3.72
us-2023-128237,ca-12265,off-ar-10003829,20230325,20230330,6.56,2,0.0,1.9024
us-2023-128237,ca-12265,tec-ac-10002558,20230325,20230330,45.48,4,0.0,15.918
us-2023-141838,dk-12835,off-ar-10004272,20230326,20230331,3.36,2,0.0,0.84
us-2023-141838,dk-12835,off-bi-10003291,20230326,20230331,27.936,4,0.2,9.4284
us-2023-100860,cs-12505,off-la-10001982,20230326,20230330,18.75,5,0.0,9.0
us-2023-138436,jd-15895,tec-ac-10002323,20230326,20230330,66.3,3,0.0,8.619
us-2023-141838,dk-12835,tec-ph-10004100,20230326,20230331,28.784,2,0.2,2.8784
us-2023-117380,mp-18175,fur-ta-10000198,20230328,20230403,330.588,1,0.4,-143.2548
us-2023-137869,cv-12295,fur-ta-10003954,20230328,20230402,1184.72,4,0.0,106.6248
us-2023-137869,cv-12295,off-en-10001509,20230328,20230402,6.12,3,0.0,2.8764
us-2023-100881,dr-12940,tec-ph-10003273,20230328,20230401,302.376,3,0.2,22.6782
us-2023-137274,mg-18145,fur-ta-10001889,20230329,20230402,890.841,3,0.3,-152.7156
us-2023-131247,ga-14725,fur-bo-10001337,20230330,20230404,205.666,2,0.15,-12.098
us-2023-162089,mp-17470,fur-ch-10002304,20230330,20230401,127.302,7,0.3,-9.093
us-2023-105151,sg-20890,off-ar-10001231,20230330,20230331,10.5,5,0.0,2.94
us-2023-169033,km-16720,off-ar-10001915,20230330,20230403,49.65,5,0.0,20.853
us-2023-162089,mp-17470,off-en-10002230,20230330,20230401,335.72,5,0.2,113.3055
us-2023-133424,dl-13600,off-la-10002312,20230330,20230404,44.4,3,0.0,22.2
us-2023-113124,nc-18340,off-st-10001511,20230330,20230405,129.3,2,0.0,6.46499999999999
us-2023-133424,dl-13600,off-st-10002957,20230330,20230404,15.84,3,0.0,0.0
us-2023-162089,mp-17470,tec-ph-10001819,20230330,20230401,251.944,7,0.2,88.1804
us-2023-130428,tg-21640,fur-ch-10002965,20230331,20230331,1125.488,7,0.2,98.4802000000001
us-2023-128055,aa-10315,off-ap-10002765,20230331,20230405,52.98,2,0.0,14.8344
us-2023-130428,tg-21640,off-ar-10004027,20230331,20230331,4.032,2,0.2,1.0584
us-2023-101770,kb-16240,off-bi-10001097,20230331,20230404,1.869,1,0.7,-1.3083
us-2023-130428,tg-21640,off-bi-10001636,20230331,20230331,12.645,5,0.7,-10.116
us-2023-104759,dd-13570,off-bi-10002071,20230331,20230404,8.134,7,0.8,-13.8278
us-2023-112403,jo-15280,off-bi-10003529,20230331,20230331,0.852,1,0.7,-0.5964
us-2023-128055,aa-10315,off-bi-10004390,20230331,20230405,673.568,2,0.2,252.588
us-2023-104759,dd-13570,tec-ac-10004901,20230331,20230404,79.984,2,0.2,13.9972
us-2023-157021,km-16720,off-bi-10000042,20230401,20230406,17.088,4,0.2,5.5536
us-2023-138359,kh-16330,off-bi-10000145,20230401,20230406,6.24,2,0.0,3.0576
us-2023-157021,km-16720,off-la-10002312,20230401,20230406,29.6,2,0.0,14.8
us-2023-138359,kh-16330,off-st-10000636,20230401,20230406,66.96,4,0.0,2.6784
us-2023-160276,ah-10690,fur-fu-10003192,20230402,20230408,177.68,2,0.0,46.1968
us-2023-164315,rd-19585,off-ap-10003842,20230402,20230408,154.9,5,0.0,40.274
us-2023-157847,sc-20020,off-pa-10001593,20230402,20230406,33.488,7,0.2,10.465
us-2023-157847,sc-20020,off-pa-10002986,20230402,20230406,26.72,5,0.2,9.352
us-2023-164315,rd-19585,off-pa-10004248,20230402,20230408,15.84,3,0.0,7.128
us-2023-164315,rd-19585,tec-ph-10001128,20230402,20230408,1049.93,7,0.0,293.9804
us-2023-112291,ke-16420,off-en-10001415,20230403,20230408,11.16,2,0.0,5.58
us-2023-112291,ke-16420,tec-ac-10000736,20230403,20230408,159.98,2,0.0,57.5928
us-2023-112291,ke-16420,tec-ac-10001284,20230403,20230408,62.31,3,0.0,22.4316
us-2023-133228,ms-17710,fur-fu-10004020,20230404,20230409,5.47,1,0.0,2.3521
us-2023-133228,ms-17710,off-ar-10001955,20230404,20230409,79.36,4,0.0,23.808
us-2023-128685,mz-17515,off-bi-10004140,20230404,20230405,7.184,2,0.2,2.245
us-2023-105172,pk-18910,off-la-10001641,20230404,20230409,18.9,6,0.0,9.072
us-2023-149538,kb-16585,off-pa-10003797,20230404,20230408,19.44,3,0.0,9.3312
us-2023-149538,kb-16585,off-st-10004180,20230404,20230408,232.55,5,0.0,9.30199999999999
us-2023-149538,kb-16585,tec-ac-10002926,20230404,20230408,99.98,2,0.0,42.9914
us-2023-102988,gm-14695,off-ar-10000127,20230405,20230409,22.96,7,0.0,6.6584
us-2023-149104,rd-19900,off-ar-10002952,20230405,20230407,26.7,2,0.0,7.476
